pygame 2.0.0 (SDL 2.0.12, python 3.8.5)
Hello from the pygame community. https://www.pygame.org/contribute.html
winner is 0
         47353192 function calls (46585617 primitive calls) in 77.424 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        2    0.000    0.000    0.000    0.000 imp.py:105(get_suffixes)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.005    0.005 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2581(Distribution)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.007    0.007 specifiers.py:333(Specifier)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.003    0.003 version.py:267(Version)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4681(originalTextFor)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        2    0.000    0.000    0.004    0.002 <frozen importlib._bootstrap>:692(_load)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        2    0.000    0.000    0.000    0.000 enum.py:797(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
       22    0.000    0.000    0.000    0.000 inspect.py:487(getmro)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000018B7A292430}
        2    0.000    0.000    0.000    0.000 {built-in method _win32sysloader.GetModuleFilename}
        1    0.000    0.000    0.000    0.000 version.py:21(<module>)
      4/3    0.000    0.000    0.001    0.000 pyparsing.py:3859(parseImpl)
       20    0.000    0.000    0.000    0.000 __init__.py:1579(_parents)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1414(find_loader)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
       22    0.000    0.000    0.000    0.000 __init__.py:3168(_always_object)
        4    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       31    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:186(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        3    0.000    0.000    0.002    0.001 pyparsing.py:1608(parseString)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        6    0.000    0.000    0.000    0.000 enum.py:332(__getattr__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       13    0.000    0.000    0.000    0.000 abc.py:89(register)
        8    0.000    0.000    0.000    0.000 core.py:8099(getdoc)
      6/5    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
       12    0.000    0.000    0.000    0.000 __init__.py:1894(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
       14    0.000    0.000    0.000    0.000 __init__.py:3260(<genexpr>)
       31    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
        7    0.000    0.000    0.000    0.000 specifiers.py:319(_require_version_compare)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2819(__new__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:755(copy)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
       16    0.000    0.000    0.000    0.000 os.py:734(check_str)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:239(_set_array_types)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.002    0.002 __init__.py:386(get_build_platform)
       18    0.000    0.000    0.000    0.000 __init__.py:2374(_is_egg_path)
       52    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GomokuGamePlayer.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        1    0.000    0.000    0.003    0.003 MonteCarloTreeSearch.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:2555(_arraymethod)
        1    0.000    0.000    0.000    0.000 plistlib.py:275(_PlistParser)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        2    0.000    0.000    0.000    0.000 core.py:2949(_update_from)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
       13    0.000    0.000    0.000    0.000 _internal.py:827(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 pyparsing.py:433(__delitem__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
       19    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:261(_reset_cache)
        1    0.000    0.000    0.000    0.000 pathlib.py:1021(Path)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
        1    0.000    0.000    0.000    0.000 __init__.py:552(WorkingSet)
        1    0.000    0.000    0.014    0.014 pythoncom.py:2(<module>)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        4    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4268(postParse)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4763(srange)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 surfarray.py:21(<module>)
       16    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        8    0.000    0.000    0.000    0.000 core.py:8094(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:1147(resource_stream)
       18    0.000    0.000    0.000    0.000 __init__.py:2381(_is_zip_egg)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 ntpath.py:537(_readlink_deep)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 core.py:862(_DomainGreater)
        1    0.000    0.000    0.000    0.000 sprite.py:694(LayeredUpdates)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        4    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       49    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        6    0.000    0.000    0.000    0.000 enum.py:151(<dictcomp>)
        1    0.000    0.000    0.000    0.000 platform.py:973(_sys_version)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
       65    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
       53    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       22    0.000    0.000    0.000    0.000 enum.py:664(value)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        1    0.000    0.000    0.000    0.000 ntpath.py:579(_getfinalpathname_nonstrict)
       28    0.000    0.000    0.000    0.000 enum.py:462(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:353(get_provider)
        3    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:136(_declare_state)
        1    0.000    0.000    0.002    0.002 __init__.py:958(Environment)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
       23    0.000    0.000    0.000    0.000 enum.py:659(name)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
       27    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.001    0.001 specifiers.py:263(LegacySpecifier)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        4    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.013    0.013 __init__.py:32(__enter__)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        4    0.000    0.000    0.000    0.000 re.py:223(split)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:62(<setcomp>)
        1    0.000    0.000    0.000    0.000 sprite.py:341(AbstractGroup)
        1    0.000    0.000    0.000    0.000 __init__.py:2436(EntryPoint)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
       11    0.000    0.000    0.000    0.000 __init__.py:2355(_cygwin_patch)
       28    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
        1    0.000    0.000    0.000    0.000 specifiers.py:104(_IndividualSpecifier)
       33    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        1    0.000    0.000    0.000    0.000 sprite.py:1027(LayeredDirty)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        2    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        2    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        1    0.000    0.000    0.000    0.000 inspect.py:2416(_ParameterKind)
        2    0.000    0.000    0.000    0.000 six.py:195(load_module)
        3    0.000    0.000    0.000    0.000 enum.py:852(_high_bit)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 __init__.py:3255(_initialize)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6714(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1124(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1707(ZipProvider)
        1    0.000    0.000    0.000    0.000 plistlib.py:558(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        5    0.000    0.000    0.000    0.000 enum.py:357(__members__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:198(DataSource)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        2    0.000    0.000    0.000    0.000 __init__.py:1593(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:3020(DistInfoDistribution)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 version.py:31(SoftwareVersion)
        1    0.000    0.000    0.001    0.001 pkgdata.py:46(getResource)
        1    0.000    0.000    0.000    0.000 plistlib.py:727(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       10    0.000    0.000    0.000    0.000 six.py:181(_get_module)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
       13    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
       15    0.000    0.000    0.000    0.000 enum.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:176(get_supported_platform)
      2/1    0.000    0.000    0.000    0.000 pyparsing.py:3939(parseImpl)
       11    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetFullPathName}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
        2    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3513(<genexpr>)
       12    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 plistlib.py:417(_PlistWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        2    0.000    0.000    0.000    0.000 enum.py:790(_missing_)
        1    0.000    0.000    0.000    0.000 plistlib.py:139(Data)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        1    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
        5    0.000    0.000    0.000    0.000 enum.py:904(_power_of_two)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.002    0.002 GomokuGameState.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 __init__.py:57(install)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 specifiers.py:664(SpecifierSet)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:357(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 core.py:198(<listcomp>)
        1    0.000    0.000    0.001    0.001 __init__.py:1622(get_resource_stream)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:121(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
        2    0.000    0.000    0.000    0.000 enum.py:602(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 sprite.py:1325(GroupSingle)
        2    0.000    0.000    0.000    0.000 __init__.py:1390(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1687(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 sprite.py:248(DirtySprite)
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
      6/2    0.000    0.000    0.001    0.000 pyparsing.py:4183(streamline)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
        4    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        2    0.000    0.000    0.000    0.000 enum.py:646(__hash__)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.000    0.000 _datasource.py:538(Repository)
        1    0.000    0.000    0.000    0.000 GomokuGameState.py:4(GomokuGameState)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 arrayprint.py:1546(set_string_function)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 core.py:6234(mvoid)
        2    0.000    0.000    0.400    0.200 __init__.py:3250(_call_aside)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1131(resource_exists)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 imp.py:48(new_module)
        1    0.000    0.000    0.000    0.000 _internal.py:524(_Stream)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        1    0.000    0.000    0.000    0.000 __init__.py:137(WorkerQueue)
        2    0.000    0.000    0.000    0.000 __init__.py:1597(_setup_prefix)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:130(_fix_pcbuild)
        2    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.026    0.026 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 MonteCarloTreeSearch.py:11(__init__)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        2    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:257(VersionConflict)
